"","ID","Desired.Direction","Critical","Agency.Number","UAAgyConcat","Agency.Full.Name.y","Unit.of.Appropriation","U.A.Name","2019","2023","2016","2021","2018","2017","2020","2022","Success","Service","Goal","Indicator","Target.MMR","YTDScaled","Avg3yr","Avg5yr","OneYrImproving","ThreeYrImproving","FiveYrImproving"
"833",10731,"Up","No","856","856800","Department of Citywide Administrative Services","800","CITYWIDE FLEET SERVICES",80,89,74,82,78,76,81,82,"Met_Goal","Manage the City’s fleet and fuel resources.","Reduce fuel use and emissions.","Hybrid or alternative fuel vehicles in the DCAS-managed fleet (%)",85,89,81.6666666666667,80.6,"Improving","Improving","Improving"
"834",10733,"Up","No","856","856800","Department of Citywide Administrative Services","800","CITYWIDE FLEET SERVICES",98,99,98,98,98,99,99,98,"Met_Goal","Manage the City’s fleet and fuel resources.","Optimize fleet resources to meet agency needs.","Fleet in-service rate for DCAS-managed fleet (%)",98,99,98.3333333333333,98.2,"Improving","Improving","Improving"
"835",10736,"Down","Yes","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",122,181,154,191,112,136,129,209,"Did_Not_Meet","Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Average time to approve waste hauling applications (days) - New",150,181,176.333333333333,152.6,"Improving","Not_Improving","Not_Improving"
"836",10737,"Down","Yes","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",205,277,254,370,134,274,241,369,"Did_Not_Meet","Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Average time to approve waste hauling applications (days) - Renewal",210,277,326.666666666667,263.8,"Improving","Improving","Not_Improving"
"837",10747,"Up","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",152,312.749876330366,187,102,210,216,134,134,NA,"Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Waste hauling applications approved - New",NA,312.749876330366,123.333333333333,146.4,"Improving","Improving","Improving"
"838",10748,"Up","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",654,965.833819921424,807,267,796,660,627,645,NA,"Regulate the trade waste industry in the City.","Process license and registration applications for the trade waste industry in a timely manner.","Waste hauling applications approved - Renewal",NA,965.833819921424,513,597.8,"Improving","Improving","Improving"
"839",10766,"Up","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",100,83,98,81,88,100,98,83,NA,"Regulate the trade waste industry in the City.","Ensure that all businesses in the trade waste industry abide by the law.","Private Waste Hauler Violations admitted to or upheld at the Office of Administrative Trials and Hearings (%)",NA,83,87.3333333333333,90,"Improving","Not_Improving","Not_Improving"
"840",10770,"Down","No","57","579","Fire Department of New York","9","EMERGENCY MEDICAL SERVICES-PS",8.28,9.43,8.17,8.44,8.13,8.09,9.31,9.3,NA,"Respond to medical emergencies.","Promptly respond to medical emergencies.","End-to-end combined average response time to life-threatening medical emergencies by ambulances & fire companies (minutes:seconds)",NA,9.43,9.01666666666667,8.692,"Not_Improving","Not_Improving","Not_Improving"
"841",10771,"Up","No","781","7811","Department of Probation","1","EXECUTIVE MANAGEMENT",86,97,75,92,75,75,89,90,NA,"Improve community safety through a combination of accountability and support activities with those under probation supervision.","Increase the probability of successful completion of probation terms through maximizing the use  of evidence-based practices and community-based interventions.","Adult probationer early completion approval rate (%)",NA,97,90.3333333333333,86.4,"Improving","Improving","Improving"
"842",10773,"Down","No",NA,NA,NA,NA,NA,12,11,23,10.3,13.07,18.6,13,12,"Met_Goal","Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Expand access to care.","Calendar days to third next available new appointment - adult medicine",14,11,11.7666666666667,12.074,"Improving","Improving","Improving"
"843",10774,"Down","No",NA,NA,NA,NA,NA,6,15,5,6.5,4.71,5.1,9,12,"Did_Not_Meet","Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Expand access to care.","Calendar days to third next available new appointment - pediatric medicine",5,15,9.16666666666667,7.642,"Not_Improving","Not_Improving","Not_Improving"
"844",10780,"Up","No","69","69205","Human Resources Administration","205","ADULT SERVICES",64.72,58.82,63.5,60.42,63.3,63.4,61.62,56.69,NA,"Increase financial independence and upward mobility out of poverty through employment, education, skills enhancement, job search, job placement, wellness services and other supports.","Increase the proportion of cash assistance recipients who obtain and retain paid employment.","HRA clients who obtained employment, and maintained employment or did not return to CA for 12 months (city fiscal year-to-date average) (%)",NA,58.82,59.5766666666667,61.35,"Improving","Not_Improving","Not_Improving"
"845",10784,"Up","No","858","8583","Office of Technology and Innovation","3","ADMIN/OPERATIONS PS",257038.86,280282.810722381,271252.16,312134.39,269955.89,271980.01,288651.88,296892.73,NA,"Support sharing and management of citywide data and information.","Increase the public’s use of City government information through NYC.gov.","NYC.gov web page views (000)",NA,280282.810722381,299226.333333333,284934.75,"Not_Improving","Not_Improving","Not_Improving"
"846",10787,"Up","No","69","69201","Human Resources Administration","201","ADMINISTRATION",99.59,94.85,98.96,96.08,99.37,99,90.58,98.22,NA,"Agency-wide Management","agency-wide indicators","IDNYC - application timeliness rate (%)",NA,94.85,94.96,96.768,"Not_Improving","Not_Improving","Not_Improving"
"847",10796,"Down","Yes","836","8361","Department of Finance","1","ADMINISTRATION & PLANNING",7.33,10.9,7.5,6.71,6.02,3.41,7.59,9.97,"Did_Not_Meet","Administer rent and property owner exemption programs","Promptly review applications for exemption programs.","Average time to process initial DRIE applications (days)",10,10.9,8.09,7.524,"Not_Improving","Not_Improving","Not_Improving"
"848",10799,"Down","Yes","836","8361","Department of Finance","1","ADMINISTRATION & PLANNING",6.4,23.77,7.6,9.36,5.66,4.17,5.23,9.84,"Did_Not_Meet","Administer rent and property owner exemption programs","Promptly review applications for exemption programs.","Average time to process renewal DRIE applications (days)",10,23.77,8.14333333333333,7.298,"Not_Improving","Not_Improving","Not_Improving"
"849",10811,"Down","No",NA,NA,NA,NA,NA,34.87,45.4,27.69,40.2,31.49,29.99,36.95,44.53,NA,"1 Operate as an effective and efficient landlord.","1a Improve rent collection.","Rent delinquency rate (%)",NA,45.4,40.56,37.608,"Not_Improving","Not_Improving","Not_Improving"
"850",10816,"Down","Yes","68","681","Administration for Children's Services","1","PERSONAL SERVICES",1.7,1.24965019834115,1.4,1.2,1.7,1.6,1.4,1.4,"Met_Goal","Protect children from child abuse.","Provide safe and stable foster care placements for children who cannot remain safely at home.","Number of moves in foster care per 1,000 care days",1.4,1.24965019834115,1.33333333333333,1.48,"Improving","Improving","Improving"
"851",10817,"Down","Yes","68","681","Administration for Children's Services","1","PERSONAL SERVICES",9.7,6.02105871374947,5.2,7,7.5,6.7,7.3,5.5,"Did_Not_Meet","Protect children from child abuse.","Provide safe and stable foster care placements for children who cannot remain safely at home.","Children maltreated during family foster care placement per 100,000 care days",5,6.02105871374947,6.6,7.4,"Not_Improving","Improving","Improving"
"852",10822,"Down","No","68","681","Administration for Children's Services","1","PERSONAL SERVICES",3686234,2967804.19203015,4379682,3403672,3923854,4062642,3538806,3171043,NA,"Protect children from child abuse.","Provide safe and stable foster care placements for children who cannot remain safely at home.","Total days all children spent in foster care",NA,2967804.19203015,3371173.66666667,3544721.8,"Improving","Improving","Improving"
"853",10824,"Up","No",NA,NA,NA,NA,NA,61.1,61.21,62,65.7,62,61,63,62.9,"Did_Not_Meet","Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Maximize quality of care and patient satisfaction.","Inpatient satisfaction rate (%)",65.8,61.21,63.8666666666667,62.94,"Not_Improving","Not_Improving","Not_Improving"
"854",10825,"Up","Yes",NA,NA,NA,NA,NA,518681,692681,501134,620041,521731,503044,560212,648369,NA,"Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Enhance the sustainability of the Health+Hospitals system.","MetroPlus membership",NA,692681,609540.666666667,573806.8,"Improving","Improving","Improving"
"855",10827,"Up","Yes",NA,NA,NA,NA,NA,1081156,1056880.70683979,1168663,1148019,1112975,1133984,1153089,1110039,NA,"Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Expand access to care.","Unique patients",NA,1056880.70683979,1137049,1121055.6,"Not_Improving","Not_Improving","Not_Improving"
"856",10828,"Up","No","801","80110","Small Business Services","10","WORKFORCE INVESTMENT ACT - PS",2195,6203.63417456366,3649,8764,3756,3464,2123,6948,NA,"Meet businesses talent demands by connecting New Yorkers to good jobs.","Match or train New Yorkers to meet the qualifications businesses require.","Customers enrolled in training",NA,6203.63417456366,5945,4757.2,"Not_Improving","Improving","Improving"
"857",10829,"Up","No","801","80110","Small Business Services","10","WORKFORCE INVESTMENT ACT - PS",100677,90558.6629569075,104715,79438,102357,104239,93944,81338,NA,"Meet businesses talent demands by connecting New Yorkers to good jobs.","Match or train New Yorkers to meet the qualifications businesses require.","Unique customers served",NA,90558.6629569075,84906.6666666667,91550.8,"Improving","Improving","Not_Improving"
"858",10833,"Up","No",NA,NA,NA,NA,NA,82,84.5,77.8,84.5,82.1,81.3,83.6,85.15,"Did_Not_Meet","Provide medical, mental health and substance abuse services to New York City residents regardless of their ability to pay.","Maximize quality of care and patient satisfaction.","Outpatient satisfaction rate (%)",85.4,84.5,84.4166666666667,83.47,"Not_Improving","Improving","Improving"
"859",10834,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",60,61,60,40,60,60,42,67.35,"Did_Not_Meet","Provide the public and City agencies with access to public records and publications.","Increase the volume and availability of public records and publications.","Percent of required agency reports submitted to the Municipal Library publications portal",100,61,49.7833333333333,53.87,"Not_Improving","Improving","Improving"
"860",10838,"Up","Yes","846","8462","Department of Parks and Recreation","2","MAINTENANCE & OPERATIONS",30410,14685.2533218047,62086,22144,36206,50018,21799,32468,NA,"Manage the City’s street, park and forest trees.","Increase the number of trees under DPR stewardship.","Trees planted",NA,14685.2533218047,25470.3333333333,28605.4,"Not_Improving","Not_Improving","Not_Improving"
"861",10839,"Up","No","858","85811","311","11","311 PS",2233.76,2310.47225690339,1009.53,2226.55,1829.15,1364.53,2201.28,2187.31,NA,"Provide public access to City government.","Increase public access to government services and information.","311 mobile app contacts (000)",NA,2310.47225690339,2205.04666666667,2135.61,"Improving","Improving","Improving"
"862",10844,"Up","No","866","8662","Department of Consumer and Worker Protection","2","LICENSING/ENFORCEMENT",66,53.98,51,52.01,71,56,54.43,50.44,"Met_Goal","Protect and advocate for consumers and ensure businesses comply with applicable laws and regulations","Respond to consumer complaints and mediate with businesses to achieve fair and timely outcomes.","Mediations completed within 28 days (%)",50,53.98,52.2933333333333,58.776,"Improving","Improving","Not_Improving"
"863",10845,"Up","No","866","8662","Department of Consumer and Worker Protection","2","LICENSING/ENFORCEMENT",94,95.94,85,93.45,96,88,90.71,86.49,"Met_Goal","Protect and advocate for consumers and ensure businesses comply with applicable laws and regulations","Respond to consumer complaints and mediate with businesses to achieve fair and timely outcomes.","Mediations completed within 50 days (%)",85,95.94,90.2166666666667,92.13,"Improving","Improving","Improving"
"864",10846,"Up","No","866","8662","Department of Consumer and Worker Protection","2","LICENSING/ENFORCEMENT",100,100,100,99.99,100,99,99.33,99.11,"Met_Goal","Protect and advocate for consumers and ensure businesses comply with applicable laws and regulations","Respond to consumer complaints and mediate with businesses to achieve fair and timely outcomes.","Mediations completed within 90 days (%)",100,100,99.4766666666667,99.686,"Improving","Improving","Improving"
"865",10847,"Down","Yes","846","8462","Department of Parks and Recreation","2","MAINTENANCE & OPERATIONS",641,659.026221474755,612,437,669,670,611,592,NA,"Manage the City’s parks and recreation facilities.","Provide an overall quality park experience.","Total major felonies reported on Parks' properties (excludes Central Park) - Crimes against persons*",NA,659.026221474755,546.666666666667,590,"Not_Improving","Not_Improving","Not_Improving"
"866",10848,"Down","No","846","8462","Department of Parks and Recreation","2","MAINTENANCE & OPERATIONS",567,520.893473289078,469,230,553,547,472,499,NA,"Manage the City’s parks and recreation facilities.","Provide an overall quality park experience.","Total major felonies reported on Parks' properties (excludes Central Park) - Crimes against property",NA,520.893473289078,400.333333333333,464.2,"Not_Improving","Not_Improving","Not_Improving"
"867",10864,"Up","No","836","8363","Department of Finance","3","PROPERTY",73.02,84.09,58.8,84.84,69.71,63.07,78.41,85.96,NA,"Record property-related documents","Increase the percentage of online property recording transactions","Percentage of Property Recording Transactions Online (%)",NA,84.09,83.07,78.388,"Not_Improving","Improving","Improving"
"868",10866,"Down","Yes","836","8365","Department of Finance","5","LEGAL",4.14,5.33,9,2.37,10.01,7.82,9.91,1.92,"Met_Goal","Help NYC taxpayers resolve tax issues","Through the Office of the Taxpayer Advocate, promptly address inquiries and resolve cases","Average time to address OTA inquiries (days)",10,5.33,4.73333333333333,5.67,"Not_Improving","Not_Improving","Improving"
"869",10869,"Down","Yes","836","8365","Department of Finance","5","LEGAL",48.79,34.54,53.7,74.12,50.42,61.58,102.53,48.55,"Met_Goal","Help NYC taxpayers resolve tax issues","Through the Office of the Taxpayer Advocate, promptly address inquiries and resolve cases","Average time to close an OTA case (days)",45,34.54,75.0666666666667,64.882,"Improving","Improving","Improving"
"870",10871,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",6.5,5.6,8.3,5.6,6.9,7.9,5.8,4.6,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Single adults who exited to permanent housing and returned to the DHS shelter services system within one year - subsidized placement",NA,5.6,5.33333333333333,5.88,"Not_Improving","Not_Improving","Improving"
"871",10872,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",27.2,25.8,24.5,21.7,26.3,26.3,24.8,22.1,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Single adults who exited to permanent housing and returned to the DHS shelter services system within one year - unsubsidized placement",NA,25.8,22.8666666666667,24.42,"Not_Improving","Not_Improving","Not_Improving"
"872",10873,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",1.3,0.2,1.4,0.5,1.48,1.26,1,0.3,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Families with children who exited to permanent housing and returned to the DHS shelter services system within one year - subsidized placement",NA,0.2,0.6,0.916,"Improving","Improving","Improving"
"873",10874,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",21.6,18,19.9,15.6,20.36,20.94,19.5,15.2,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Families with children who exited to permanent housing and returned to the DHS shelter services system within one year - unsubsidized placement",NA,18,16.7666666666667,18.452,"Not_Improving","Not_Improving","Improving"
"874",10875,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",1,1.2,1.6,0.7,1.43,0.64,0,0.6,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Adult families who exited to permanent housing and returned to the DHS shelter services system within one year - subsidized placement",NA,1.2,0.433333333333333,0.746,"Not_Improving","Not_Improving","Not_Improving"
"875",10876,"Down","Yes","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",13.2,5,11.9,3.6,16,21.61,7.7,7.4,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Minimize re-entries into the shelter services system.","Adult families who exited to permanent housing and returned to the DHS shelter services system within one year - unsubsidized placement",NA,5,6.23333333333333,9.58,"Improving","Improving","Improving"
"876",10877,"Up","Yes","69","69205","Human Resources Administration","205","ADULT SERVICES",60.5,67.1,59.7,70.2,59.8,59.7,61.5,62,NA,"Increase financial independence and upward mobility out of poverty through employment, education, skills enhancement, job search, job placement, wellness services and other supports.","Provide access to child support services for eligible parents and their children.","Support cases with active orders receiving current payments (%)",NA,67.1,64.5666666666667,62.8,"Improving","Improving","Improving"
"877",10878,"Down","No","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.09,0.09,0.07,0.07,0.06,0.13,0.09,0.1,"Did_Not_Meet","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Youth on staff assault with injury rate, Close to Home placement",0.05,0.09,0.0866666666666667,0.082,"Improving","Not_Improving","Not_Improving"
"878",10879,"Down","No","68","687","Administration for Children's Services","7","JUVENILE JUSTICE - PS",0.13,0.08,0.1,0.07,0.13,0.13,0.11,0.09,"Met_Goal","Provide custody and care of youth in secure and safe detention and placement facilities while providing casework services.","Assure that detention facilities are safe and secure.","Youth on youth assault with injury rate, Close to Home placement",0.09,0.08,0.09,0.106,"Improving","Improving","Improving"
"879",10891,"Up","No","781","7812","Department of Probation","2","PROBATION SERVICES",87,87,81,97,87,87,88,95,NA,"Contribute to optimal court processing and decision-making in delinquency and criminal justice matters.","Produce timely and accurate pre-sentence investigations.","Juvenile investigation reports - on time completion (%)",NA,87,93.3333333333333,90.8,"Not_Improving","Not_Improving","Not_Improving"
"880",10910,"Up","No","860","860100","Department of Records and Information Services","100","PERSONAL SERVICES",90686,2787.372550631,59232,14801,88801,117247,36539,6563,NA,"Provide City agencies, the courts and district attorneys with record storage, retrieval and retention scheduling services.","Retrieve records promptly from off-site facilities upon record owner's request.","Total records disposed by City government entities (cubic ft.)",NA,2787.372550631,19301,47478,"Not_Improving","Not_Improving","Not_Improving"
"881",10924,"Up","No","54","541","Civilian Complaint Review Board","1","CCRB-PS",805,966.316289345062,732,452,947,694,749,853,NA,"Inform and educate the public about the agency.","Increase outreach and education of City residents.","Outreach presentations conducted",NA,966.316289345062,684.666666666667,761.2,"Improving","Improving","Improving"
"882",10928,"Down","No","156","1561","Taxi and Limousine Commission","1","PERSONAL SERVICE",7.32,3.1,NA,8.02,10.04,18.55,6.24,3.37,NA,"Customer Service","Customer service indicators","Average call wait time (minutes:seconds)",NA,3.1,5.87666666666667,6.998,"Improving","Improving","Improving"
"883",10933,"Down","Yes","156","1561","Taxi and Limousine Commission","1","PERSONAL SERVICE",94.8,28.4,34.67,22.25,44.2,33.43,50.5,22.37,"Met_Goal","Ensure the quality and safety of for-hire vehicle transportation services through effective regulation and administration of rules, standards and licensing requirements.","Promote excellent customer service to passengers.","Average time to close a consumer complaint (calendar days): TLC driver",50,28.4,31.7066666666667,46.824,"Not_Improving","Improving","Improving"
"884",10936,"Down","No","156","1561","Taxi and Limousine Commission","1","PERSONAL SERVICE",45.97,55.2,63.14,85.28,44.97,59.1,49.95,65.7,NA,"Ensure the quality and safety of for-hire vehicle transportation services through effective regulation and administration of rules, standards and licensing requirements.","Provide excellent customer service to licensees.","Average time to issue a new driver license from initial application (calendar days)",NA,55.2,66.9766666666667,58.374,"Improving","Improving","Improving"
"885",10937,"Down","No","156","1561","Taxi and Limousine Commission","1","PERSONAL SERVICE",6.55,5.12,19.93,7.5,7.77,11.84,6.09,6.46,NA,"Ensure the quality and safety of for-hire vehicle transportation services through effective regulation and administration of rules, standards and licensing requirements.","Provide excellent customer service to licensees.","Average agency processing time to issue a new driver license (calendar days) (subset of 10936)",NA,5.12,6.68333333333333,6.874,"Improving","Improving","Improving"
"886",10938,"Down","No","806","8062","Housing Preservation and Development","2","OFFICE OF DEVELOPMENT",7,9,NA,6.99,8,32,8,8.58,NA,"Provide opportunities for New Yorkers to live in housing that is affordable and financially stable.","Maintain the physical and financial stability of HPD’s affordable housing assets.","Asset management - High risk rental projects in portfolio (%)",NA,9,7.85666666666667,7.714,"Not_Improving","Not_Improving","Not_Improving"
"887",10939,"Down","No","806","8062","Housing Preservation and Development","2","OFFICE OF DEVELOPMENT",28,28,NA,27,29,54,27,26.91,NA,"Provide opportunities for New Yorkers to live in housing that is affordable and financially stable.","Maintain the physical and financial stability of HPD’s affordable housing assets.","Asset management - High risk co-op projects in portfolio (%)",NA,28,26.97,27.582,"Not_Improving","Not_Improving","Not_Improving"
"888",10940,"Down","Yes","810","8101","Department of Buildings","1","PERSONAL SERVICES",4.96,6.71,NA,5.34,5.04,6.5,5.4,5.44,NA,"Facilitate safe and compliant development.","Improve processing efficiency.","Average customer in-person transaction time (minutes)",NA,6.71,5.39333333333333,5.236,"Not_Improving","Not_Improving","Not_Improving"
"889",10942,"Up","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",13.36,2.08,20.26,7.81,19.09,22.98,11.85,1.64,NA,"Facilitate safe and compliant development.","Promptly review initial construction plans.","Permitted jobs professionally certified that were audited (%)",NA,2.08,7.1,10.75,"Improving","Not_Improving","Not_Improving"
"890",10943,"Up","No","810","8101","Department of Buildings","1","PERSONAL SERVICES",41.08,29.13,34.3,28.76,37.87,41.96,44.23,45.25,NA,"Facilitate safe and compliant development.","Promptly review initial construction plans.","Of eligible audited jobs, the percent of audits that resulted in revocation notices (%)",NA,29.13,39.4133333333333,39.438,"Not_Improving","Not_Improving","Not_Improving"
"891",10944,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",543,486.211743576564,628,496,513,570,465,504,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Adult families exiting to permanent housing",NA,486.211743576564,488.333333333333,504.2,"Not_Improving","Not_Improving","Not_Improving"
"892",10945,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",439,455.70565297514,310,393,331,313,379,443,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Adult families exiting to permanent housing - subsidized",NA,455.70565297514,405,397,"Improving","Improving","Improving"
"893",10946,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",104,49.1281993903132,318,103,182,257,86,61,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Adult families exiting to permanent housing - unsubsidized",NA,49.1281993903132,83.3333333333333,107.2,"Not_Improving","Not_Improving","Not_Improving"
"894",10947,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",9137,5920.42895164419,8294,7191,8933,8571,7992,5207,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Families with children exiting to permanent housing",NA,5920.42895164419,6796.66666666667,7692,"Improving","Not_Improving","Not_Improving"
"895",10948,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",6872,4970.89007669392,5365,5647,6446,5421,6142,4118,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Families with children exiting to permanent housing - subsidized",NA,4970.89007669392,5302.33333333333,5845,"Improving","Not_Improving","Not_Improving"
"896",10949,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",2265,1003.09863058892,2929,1544,2487,3150,1850,1089,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Families with children exiting to permanent housing - unsubsidized",NA,1003.09863058892,1494.33333333333,1847,"Not_Improving","Not_Improving","Not_Improving"
"897",10950,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",5001,6322.09741883155,3885,4603,4157,3633,4824,5243,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Single adults exiting to permanent housing - subsidized",NA,6322.09741883155,4890,4765.6,"Improving","Improving","Improving"
"898",10951,"Up","No","71","71101","Department of Homeless Services","101","ADMINISTRATION - PS",3911,2103.26541359643,4636,1936,4436,4410,3066,1800,NA,"Coordinate and/or provide support services to help individuals and families who are homeless to exit shelter as quickly as possible.","Facilitate exits and minimize clients’ length of stay in shelters.","Single adults exiting to permanent housing - unsubsidized",NA,2103.26541359643,2267.33333333333,3029.8,"Improving","Not_Improving","Not_Improving"
"899",10955,"Up","No","71","71102","Department of Homeless Services","102","STREET PROGRAMS - PS",2753,7460.50825572284,NA,5454,2849,2146,5909,5021,NA,"Help chronically unsheltered homeless individuals find stable, safe living situations.","Reduce the number of unsheltered homeless individuals.","HOME-STAT clients referred to placement into permanent housing, transitional housing and other settings",NA,7460.50825572284,5461.33333333333,4397.2,"Improving","Improving","Improving"
"900",10956,"Up","No","856","856800","Department of Citywide Administrative Services","800","CITYWIDE FLEET SERVICES",2886,4918.09187551575,945,3139,2318,1427,3015,3477,"Met_Goal","Manage the City’s fleet and fuel resources.","Reduce fuel use and emissions.","Electric vehicles in the citywide fleet",4200,4918.09187551575,3210.33333333333,2967,"Improving","Improving","Improving"
"901",10957,"Up","No","856","856800","Department of Citywide Administrative Services","800","CITYWIDE FLEET SERVICES",537,938.276516589865,72,596,340,141,562,612,"Met_Goal","Manage the City’s fleet and fuel resources.","Reduce fuel use and emissions.","Electric vehicles in the DCAS-managed fleet",800,938.276516589865,590,529.4,"Improving","Improving","Improving"
"902",10962,"Up","No","781","7812","Department of Probation","2","PROBATION SERVICES",98,99,NA,100,94,88,96,98,NA,"Contribute to optimal court processing and decision-making in delinquency and criminal justice matters.","Produce timely and accurate pre-sentence investigations.","Adult investigation reports - on time completion (%)",NA,99,98,97.2,"Improving","Improving","Improving"
"903",11001,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",9,6,16,6,4,4,3,3,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Public wholesale market applications pending - New",NA,6,4,5,"Not_Improving","Not_Improving","Not_Improving"
"904",11002,"Down","No","829","8291","Business Integrity Commission","1","PERSONAL SERVICES",74,39,91,25,21,12,42,43,NA,"Regulate businesses in and around the City's public wholesale markets.","Process registration applications for businesses in and around the City's public wholesale markets in a timely manner.","Public wholesale market applications pending - Renewal",NA,39,36.6666666666667,41,"Improving","Not_Improving","Improving"
"905",11023,"Down","No","57","571","Fire Department of New York","1","EXECUTIVE ADMINISTRATIVE",3.9,3.2,3.9,3.5,4.2,4,3.5,3.5,NA,"Agency-wide Management","agencywide indicators","Apparatus collision rate (per 10,000 runs)",NA,3.2,3.5,3.72,"Improving","Improving","Improving"
"906",11024,"Down","No","57","571","Fire Department of New York","1","EXECUTIVE ADMINISTRATIVE",6.4,8,9.3,9.9,7.3,8.8,7.5,9,NA,"Agency-wide Management","agencywide indicators","Ambulance collision rate (per 10,000 runs)",NA,8,8.8,8.02,"Improving","Improving","Improving"
"907",11029,"Up","Yes","30","301","Department of City Planning","1","PERSONAL SERVICES",79,55,71,81,68,62,79,78,"Did_Not_Meet","Manage land use and environmental review processes to facilitate public and private development citywide.","Conduct timely and thorough review of land use and environmental review projects subject to City Planning Commission review to ensure project submissions are technically complete and adhere to all applicable requirements and procedures.","Simple zoning actions certified/referred within 12 months (%)",70,55,79.3333333333333,77,"Not_Improving","Not_Improving","Not_Improving"
"908",11033,"Up","Yes","30","301","Department of City Planning","1","PERSONAL SERVICES",94,86,86,98,92,88,88,92,"Met_Goal","Manage land use and environmental review processes to facilitate public and private development citywide.","Conduct timely and thorough review of land use and environmental review projects subject to City Planning Commission review to ensure project submissions are technically complete and adhere to all applicable requirements and procedures.","Renewals and South Richmond actions certified/referred within 6 months (%)",70,86,92.6666666666667,92.8,"Not_Improving","Not_Improving","Not_Improving"
"909",11034,"Up","Yes","816","816102","Department of Health and Mental Hygiene","102","DISEASE CONTROL - PS",46.8,43.2,44.2,44.9,45.5,56.6,45.5,43.5,"Did_Not_Meet","Detect and control infectious diseases.","Prevent the spread of other infectious diseases.","HPV vaccine series completion (%)",53,43.2,44.6333333333333,45.24,"Not_Improving","Not_Improving","Not_Improving"
